pagename_airesante,province,antenne,zonesante,airesante,pagename_province,pagename_antenne,pagename_zonesante,iso3,grid3id,date,edit_par,source_acronym,sourceid,Shape_Length,Shape_Area,xmin,ymin,xmax,ymax
COD_Tshopo_Kisangani_Opala_Lisanga,Tshopo,Kisangani,Opala,Lisanga,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opala,COD,GRID3_6B06603653,2024,CIESIN,multiple data sources,Tshopo_001,0.755093972499557,0.026160511763305,23.833473073000050,-0.563262541999961,24.070985782000037,-0.386493058999974
COD_Tshopo_Kisangani_Opala_Lohumonoko,Tshopo,Kisangani,Opala,Lohumonoko,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opala,COD,GRID3_48852B75B4,2024,CIESIN,multiple data sources,Tshopo_001,4.871514253954068,0.482189166666946,24.290592868000033,-1.981552774999955,25.204023334000055,-0.562657456999943
COD_Tshopo_Kisangani_Opala_Lokilo-Etat,Tshopo,Kisangani,Opala,Lokilo Etat,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opala,COD,GRID3_83B3EC7F17,2024,CIESIN,multiple data sources,Tshopo_001,0.615970207801320,0.019214327369926,23.842612870000039,-0.431856650999975,24.074878713000032,-0.289794474999951
COD_Tshopo_Kisangani_Opala_Lolenga,Tshopo,Kisangani,Opala,Lolenga,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opala,COD,GRID3_679E299CE0,2024,CIESIN,multiple data sources,Tshopo_001,0.520974410213750,0.014097634350144,23.550129612000035,-0.895644234999963,23.730309437000074,-0.756021696999937
COD_Tshopo_Kisangani_Opala_Lomami,Tshopo,Kisangani,Opala,Lomami,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opala,COD,GRID3_5C92E1CE00,2024,CIESIN,multiple data sources,Tshopo_001,0.535430961827497,0.008491085722688,24.189266150000037,-0.569808852999927,24.338122513000030,-0.464942865999944
COD_Tshopo_Kisangani_Opala_Losokola,Tshopo,Kisangani,Opala,Losokola,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opala,COD,GRID3_55F400DC97,2024,CIESIN,multiple data sources,Tshopo_001,0.987735588969610,0.034801051439809,24.021873698000036,-1.170383830999924,24.354385510000043,-0.950074599999937
COD_Tshopo_Kisangani_Opala_Nongo-Likenge,Tshopo,Kisangani,Opala,Nongo Likenge,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opala,COD,GRID3_ADF9823833,2024,CIESIN,multiple data sources,Tshopo_001,1.075839463537623,0.044105430087787,23.551340010000047,-0.852082424999935,23.893689710000046,-0.601142191999941
COD_Tshopo_Kisangani_Opala_Omongo,Tshopo,Kisangani,Opala,Omongo,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opala,COD,GRID3_8DA1458F24,2024,CIESIN,multiple data sources,Tshopo_001,0.601375183685383,0.014448347673795,23.773411354000075,-0.766842332999943,23.941614359000027,-0.592039887999931
COD_Tshopo_Kisangani_Opala_Opala-1,Tshopo,Kisangani,Opala,Opala 1,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opala,COD,GRID3_A0574E00F0,2024,CIESIN,multiple data sources,Tshopo_001,0.950092793197224,0.022461786676630,24.133045857000070,-0.587462547999962,24.334605787000044,-0.350699956999961
COD_Tshopo_Kisangani_Opala_Songe-Yomay,Tshopo,Kisangani,Opala,Songe Yomay,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opala,COD,GRID3_0DF8B705B3,2024,CIESIN,multiple data sources,Tshopo_001,1.371888583075843,0.067336230659616,23.877990869000030,-0.970809612999972,24.198705505000078,-0.585545198999966
COD_Tshopo_Kisangani_Opala_Yokoko-Yambwa,Tshopo,Kisangani,Opala,Yokoko Yambwa,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opala,COD,GRID3_166685573F,2024,CIESIN,multiple data sources,Tshopo_001,0.449876381495930,0.007795393498885,24.052106077000076,-0.422824459999958,24.176807031000067,-0.323800074999951
COD_Tshopo_Kisangani_Opienge_Angamapasa,Tshopo,Kisangani,Opienge,Angamapasa,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opienge,COD,GRID3_A0B6C37A31,2024,CIESIN,multiple data sources,Tshopo_001,2.380232065160196,0.103866408064873,27.328015400000027,-0.366027721999956,27.888972000000024,0.104512600000021
COD_Tshopo_Kisangani_Opienge_Babagolo,Tshopo,Kisangani,Opienge,Babagolo,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opienge,COD,GRID3_57DD27AC70,2024,CIESIN,multiple data sources,Tshopo_001,1.552005606309643,0.057486530125309,26.811077722000050,0.416656108000041,27.256020653000064,0.678032745000053
COD_Tshopo_Kisangani_Opienge_Babokabi,Tshopo,Kisangani,Opienge,Babokabi,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opienge,COD,GRID3_96CE3B070F,2024,CIESIN,multiple data sources,Tshopo_001,2.196856265018064,0.128257318327775,26.639438724000058,-0.137823586999957,27.375611899000035,0.251972179000063
COD_Tshopo_Kisangani_Opienge_Babomongo,Tshopo,Kisangani,Opienge,Babomongo,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opienge,COD,GRID3_7B7BBCFFB1,2024,CIESIN,multiple data sources,Tshopo_001,1.307929182626999,0.062603858500105,27.367135400000052,-0.026135098999930,27.804100942000048,0.232143758000063
COD_Tshopo_Kisangani_Opienge_Babule,Tshopo,Kisangani,Opienge,Babule,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opienge,COD,GRID3_75531FDFB1,2024,CIESIN,multiple data sources,Tshopo_001,0.529204129298212,0.013415534622696,27.207334501000048,0.226431951000052,27.351126574000034,0.371422613000050
COD_Tshopo_Kisangani_Opienge_Bakoroy,Tshopo,Kisangani,Opienge,Bakoroy,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opienge,COD,GRID3_09669DDA37,2024,CIESIN,multiple data sources,Tshopo_001,2.128121786049823,0.130010991769450,27.034084420000056,0.577201600000024,27.778671610000060,0.921321544000023
COD_Tshopo_Kisangani_Opienge_Balobe,Tshopo,Kisangani,Opienge,Balobe,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opienge,COD,GRID3_D495F2BFF0,2024,CIESIN,multiple data sources,Tshopo_001,2.577000226803944,0.170185534663760,27.614948673000072,-0.543820975999949,28.137276551000070,-0.012083396999969
COD_Tshopo_Kisangani_Opienge_Bandiko,Tshopo,Kisangani,Opienge,Bandiko,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opienge,COD,GRID3_C08BF101D4,2024,CIESIN,multiple data sources,Tshopo_001,1.451467715353430,0.066081886022980,26.820974300000046,0.566119306000076,27.237909200000047,0.835822786000051
COD_Tshopo_Kisangani_Opienge_Bangarey,Tshopo,Kisangani,Opienge,Bangarey,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opienge,COD,GRID3_920F472E5A,2024,CIESIN,multiple data sources,Tshopo_001,1.709913825721611,0.092207866561979,26.830445952000048,0.034408806000044,27.433136256000068,0.292004800000029
COD_Tshopo_Kisangani_Opienge_Basaula,Tshopo,Kisangani,Opienge,Basaula,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opienge,COD,GRID3_474B19092C_2,2024,CIESIN,multiple data sources,Tshopo_001,2.945419025671284,0.143854941375938,27.383305519000032,0.004801343000054,28.044181118000040,0.605206443000043
COD_Tshopo_Kisangani_Opienge_Elonga,Tshopo,Kisangani,Opienge,Elonga,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opienge,COD,GRID3_474B19092C,2024,CIESIN,multiple data sources,Tshopo_001,1.990342717482239,0.107924047917125,27.832205400000078,-0.088512679999951,28.182299546000024,0.404615589000059
COD_Tshopo_Kisangani_Opienge_Makalado,Tshopo,Kisangani,Opienge,Makalado,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opienge,COD,GRID3_6FD239F2B8,2024,CIESIN,multiple data sources,Tshopo_001,4.686458061591500,0.427665752216341,26.287518100000057,-0.595979077999971,27.930011344000036,0.154769426000030
COD_Tshopo_Kisangani_Opienge_Ndrekoko,Tshopo,Kisangani,Opienge,Ndrekoko,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opienge,COD,GRID3_BE24C8CD60,2024,CIESIN,multiple data sources,Tshopo_001,2.383139121753115,0.115094332772309,26.805916400000058,0.242518900000050,27.473219123000035,0.630560516000060
COD_Tshopo_Kisangani_Opienge_Nyasi,Tshopo,Kisangani,Opienge,Nyasi,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opienge,COD,GRID3_1D215EA1DE,2024,CIESIN,multiple data sources,Tshopo_001,1.587288294546294,0.068476978039897,27.249813700000061,0.347958265000045,27.680415840000023,0.709773012000028
COD_Tshopo_Kisangani_Opienge_Opienge,Tshopo,Kisangani,Opienge,Opienge,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Opienge,COD,GRID3_D99C235319,2024,CIESIN,multiple data sources,Tshopo_001,0.825737248654703,0.021216599224543,27.326830149000045,0.108278599000073,27.542080166000062,0.357782430000043
COD_Tshopo_Kisangani_Tshopo_Batiakoko,Tshopo,Kisangani,Tshopo,Batiakoko,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Tshopo,COD,GRID3_9136F1739A,2024,CIESIN,multiple data sources,Tshopo_001,0.275646540437083,0.003455522237295,25.109636925000075,0.555403903000069,25.167540960000053,0.645729874000040
COD_Tshopo_Kisangani_Tshopo_Bavatete,Tshopo,Kisangani,Tshopo,Bavatete,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Tshopo,COD,GRID3_C023FC9F73,2024,CIESIN,multiple data sources,Tshopo_001,0.748826494583043,0.014427394902983,25.225281398000050,0.652371721000065,25.419189261000042,0.804028446000075
COD_Tshopo_Kisangani_Tshopo_Bon-Samaritain,Tshopo,Kisangani,Tshopo,Bon Samaritain,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Tshopo,COD,GRID3_55BDA50CC8,2024,CIESIN,multiple data sources,Tshopo_001,0.022401359060571,0.000023774774228,25.172342801000070,0.534844456000030,25.178903751000064,0.540527364000070
COD_Tshopo_Kisangani_Tshopo_Kumbakisaka,Tshopo,Kisangani,Tshopo,Kumbakisaka,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Tshopo,COD,GRID3_E536E3632F,2024,CIESIN,multiple data sources,Tshopo_001,0.019787983509374,0.000014168599964,25.178904667000040,0.533681771000033,25.187527723000073,0.535948083000051
COD_Tshopo_Kisangani_Tshopo_Kwetu,Tshopo,Kisangani,Tshopo,Kwetu,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Tshopo,COD,GRID3_02B1D7A34D,2024,CIESIN,multiple data sources,Tshopo_001,0.033793622893110,0.000040012152087,25.173775453000076,0.523342173000060,25.181040237000047,0.535383198000034
COD_Tshopo_Kisangani_Tshopo_Lobiko,Tshopo,Kisangani,Tshopo,Lobiko,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Tshopo,COD,GRID3_DD0709778C,2024,CIESIN,multiple data sources,Tshopo_001,0.023727564063867,0.000020468870462,25.171302064000031,0.540255549000051,25.177659285000061,0.547909910000044
COD_Tshopo_Kisangani_Tshopo_Makutano,Tshopo,Kisangani,Tshopo,Makutano,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Tshopo,COD,GRID3_48DD7CCAAA,2024,CIESIN,multiple data sources,Tshopo_001,3.120931702262245,0.158353568867477,25.287608101000046,0.665532516000042,25.868589982000060,1.254806038000027
COD_Tshopo_Kisangani_Tshopo_Malkia,Tshopo,Kisangani,Tshopo,Malkia,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Tshopo,COD,GRID3_06C8CC4B6D,2024,CIESIN,multiple data sources,Tshopo_001,0.176607421477735,0.000699791266740,25.160984254000027,0.535621022000043,25.205443228000036,0.581612959000040
COD_Tshopo_Kisangani_Tshopo_Massina,Tshopo,Kisangani,Tshopo,Massina,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Tshopo,COD,GRID3_63418B333A,2024,CIESIN,multiple data sources,Tshopo_001,0.017412124223301,0.000016045390734,25.184152190000077,0.528472347000047,25.188064818000043,0.534290966000071
COD_Tshopo_Kisangani_Tshopo_Mbilinga,Tshopo,Kisangani,Tshopo,Mbilinga,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Tshopo,COD,GRID3_CEED4207C8,2024,CIESIN,multiple data sources,Tshopo_001,0.427101218008794,0.005509287191796,25.154717103000053,0.576146204000054,25.266746710000064,0.691052840000054
COD_Tshopo_Kisangani_Tshopo_Merdi,Tshopo,Kisangani,Tshopo,Merdi,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Tshopo,COD,GRID3_C237231FF6,2024,CIESIN,multiple data sources,Tshopo_001,0.114217871584099,0.000631210308640,25.155000484000027,0.544474199000035,25.187857993000023,0.575498696000068
COD_Tshopo_Kisangani_Tshopo_Pumuzika,Tshopo,Kisangani,Tshopo,Pumuzika,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Tshopo,COD,GRID3_7F353D3BCC,2024,CIESIN,multiple data sources,Tshopo_001,0.036336455618750,0.000064932487595,25.176029103000076,0.535334946000035,25.187649891000035,0.545987557000046
COD_Tshopo_Kisangani_Tshopo_St-Pierre,Tshopo,Kisangani,Tshopo,St Pierre,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Tshopo,COD,GRID3_0D5111A9D0,2024,CIESIN,multiple data sources,Tshopo_001,0.016985934552013,0.000015153762061,25.179794139000023,0.528290988000037,25.185194310000043,0.532081790000063
COD_Tshopo_Kisangani_Tshopo_Tshopo-1,Tshopo,Kisangani,Tshopo,Tshopo 1,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Tshopo,COD,GRID3_6580717643,2024,CIESIN,multiple data sources,Tshopo_001,0.031532296690222,0.000049708720323,25.178560642000036,0.518056424000065,25.189434539000047,0.525784902000055
COD_Tshopo_Kisangani_Tshopo_Tshopo-2,Tshopo,Kisangani,Tshopo,Tshopo 2,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Tshopo,COD,GRID3_93D35700E8,2024,CIESIN,multiple data sources,Tshopo_001,0.014726338249589,0.000011432241926,25.179053568000029,0.531446715000072,25.184747087000062,0.534059107000076
COD_Tshopo_Kisangani_Tshopo_Tuungane,Tshopo,Kisangani,Tshopo,Tuungane,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Tshopo,COD,GRID3_3158B3B677,2024,CIESIN,multiple data sources,Tshopo_001,0.026712892320278,0.000033802457694,25.177845157000036,0.524512671000025,25.188460801000076,0.528925716000060
COD_Tshopo_Kisangani_Ubundu_Babusoko,Tshopo,Kisangani,Ubundu,Babusoko,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Ubundu,COD,GRID3_3814DD69BB,2024,CIESIN,multiple data sources,Tshopo_001,1.266754999936804,0.052316698383963,25.111042136000037,0.000731778000045,25.452155604000041,0.322676316000070
COD_Tshopo_Kisangani_Ubundu_Bamanga,Tshopo,Kisangani,Ubundu,Bamanga,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Ubundu,COD,GRID3_604C33E888,2024,CIESIN,multiple data sources,Tshopo_001,0.896463889447900,0.034099390644762,25.417467100000067,-0.344900053999936,25.572090881000065,0.004498853000030
COD_Tshopo_Kisangani_Ubundu_Bamini,Tshopo,Kisangani,Ubundu,Bamini,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Ubundu,COD,GRID3_A69B3C0F20,2024,CIESIN,multiple data sources,Tshopo_001,0.944996368088296,0.012692689046810,25.197963174000051,-0.462837802999957,25.400625829000035,-0.265651670999944
COD_Tshopo_Kisangani_Ubundu_Banandjale,Tshopo,Kisangani,Ubundu,Banandjale,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Ubundu,COD,GRID3_F78056F1FB,2024,CIESIN,multiple data sources,Tshopo_001,3.221606858166557,0.216749546055069,24.753141400000061,-1.404442912999968,25.504501334000054,-0.529790237999975
COD_Tshopo_Kisangani_Ubundu_Bananguma,Tshopo,Kisangani,Ubundu,Bananguma,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Ubundu,COD,GRID3_9C7D19F423,2024,CIESIN,multiple data sources,Tshopo_001,1.986847735973581,0.133863063105455,24.552254700000049,-0.519637999999929,25.282472347000066,-0.185713209999960
COD_Tshopo_Kisangani_Ubundu_Bandu,Tshopo,Kisangani,Ubundu,Bandu,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Ubundu,COD,GRID3_A3596C3063,2024,CIESIN,multiple data sources,Tshopo_001,0.597624673921984,0.007588336741580,25.177890917000070,0.250389670000061,25.266584877000071,0.443296936000024
COD_Tshopo_Kisangani_Ubundu_Basua,Tshopo,Kisangani,Ubundu,Basua,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Ubundu,COD,GRID3_2770355ED4,2024,CIESIN,multiple data sources,Tshopo_001,0.893807498697739,0.025627111724424,25.222087366000039,-0.587384087999965,25.435620271000062,-0.359191151999937
COD_Tshopo_Kisangani_Ubundu_Batiamoyowa,Tshopo,Kisangani,Ubundu,Batiamoyowa,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Ubundu,COD,GRID3_6A7423DDB1,2024,CIESIN,multiple data sources,Tshopo_001,2.414901528471786,0.152240739540280,24.593501883000044,-1.042270399999950,25.319490292000069,-0.450880004999931
COD_Tshopo_Kisangani_Ubundu_Biaro,Tshopo,Kisangani,Ubundu,Biaro,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Ubundu,COD,GRID3_EBA63DCD84,2024,CIESIN,multiple data sources,Tshopo_001,0.581376082236125,0.014104915914672,25.215894108000043,0.208209241000020,25.420430441000065,0.361876544000040
COD_Tshopo_Kisangani_Ubundu_Kirundu,Tshopo,Kisangani,Ubundu,Kirundu,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Ubundu,COD,GRID3_EC2E73F7D8,2024,CIESIN,multiple data sources,Tshopo_001,1.633645642091966,0.055332619771475,25.433726607000040,-0.961738956999966,25.734892789000071,-0.548657731999924
COD_Tshopo_Kisangani_Ubundu_Masimango,Tshopo,Kisangani,Ubundu,Masimango,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Ubundu,COD,GRID3_1B2E8E16EC,2024,CIESIN,multiple data sources,Tshopo_001,1.112868170793681,0.065453467761204,25.153196373000071,-1.010291224999946,25.570672056000035,-0.758415842999966
COD_Tshopo_Kisangani_Ubundu_Mungamba-Fataki,Tshopo,Kisangani,Ubundu,Mungamba Fataki,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Ubundu,COD,GRID3_C6D595779A,2024,CIESIN,multiple data sources,Tshopo_001,2.092001066044208,0.102879302311337,25.468768288000035,-0.741290510999931,25.847766831000058,-0.161706098999957
COD_Tshopo_Kisangani_Ubundu_Munyonge,Tshopo,Kisangani,Ubundu,Munyonge,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Ubundu,COD,GRID3_3EA0F878D4,2024,CIESIN,multiple data sources,Tshopo_001,1.802429954583882,0.126957690492249,24.548874615000045,-0.693597830999977,25.261969553000029,-0.357934336999961
COD_Tshopo_Kisangani_Ubundu_Ndjale,Tshopo,Kisangani,Ubundu,Ndjale,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Ubundu,COD,GRID3_42618E1D54,2024,CIESIN,multiple data sources,Tshopo_001,1.169830016566072,0.037321157273377,25.402082451000069,-0.623627268999940,25.630473524000024,-0.328142835999927
COD_Tshopo_Kisangani_Ubundu_Obilo,Tshopo,Kisangani,Ubundu,Obilo,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Ubundu,COD,GRID3_A7BA64DD64,2024,CIESIN,multiple data sources,Tshopo_001,2.750309986807586,0.208738536670647,24.647140300000046,-0.352273674999935,25.460511705000044,0.183766940000055
COD_Tshopo_Kisangani_Ubundu_St-Casimir,Tshopo,Kisangani,Ubundu,St Casimir,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Ubundu,COD,GRID3_C985A7F23D,2024,CIESIN,multiple data sources,Tshopo_001,0.385181109813955,0.006536729194639,25.212714871000060,0.274949803000027,25.333073300000024,0.384094644000072
COD_Tshopo_Kisangani_Ubundu_Ubundu,Tshopo,Kisangani,Ubundu,Ubundu,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Ubundu,COD,GRID3_6BB8EEFE4D,2024,CIESIN,multiple data sources,Tshopo_001,0.458766477962938,0.008679210250600,25.356343564000042,-0.373366960999931,25.462422267000079,-0.238177645999940
COD_Tshopo_Kisangani_Wanierukula_Azambao,Tshopo,Kisangani,Wanierukula,Azambao,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Wanierukula,COD,GRID3_B19B551FC2,2024,CIESIN,multiple data sources,Tshopo_001,1.194734393153773,0.057439242094552,25.566410600000040,-0.325028963999955,25.948899699000037,-0.022756837999964
COD_Tshopo_Kisangani_Wanierukula_Babingi,Tshopo,Kisangani,Wanierukula,Babingi,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Wanierukula,COD,GRID3_B8701F638B,2024,CIESIN,multiple data sources,Tshopo_001,1.740435603933001,0.061913954890951,25.532418359000076,-0.219898598999976,25.954017491000059,0.113459399000021
COD_Tshopo_Kisangani_Wanierukula_Babogena,Tshopo,Kisangani,Wanierukula,Babogena,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Wanierukula,COD,GRID3_AE588D6888,2024,CIESIN,multiple data sources,Tshopo_001,1.324338487841417,0.036257139696937,25.634153399000070,0.395004195000070,25.867312200000072,0.728516513000045
COD_Tshopo_Kisangani_Wanierukula_Babogombe,Tshopo,Kisangani,Wanierukula,Babogombe,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Wanierukula,COD,GRID3_83544F3BA1,2024,CIESIN,multiple data sources,Tshopo_001,0.952072286085366,0.032542334735752,25.415629458000069,-0.048710723999932,25.595508424000059,0.297130940000045
COD_Tshopo_Kisangani_Wanierukula_Bafwaboli,Tshopo,Kisangani,Wanierukula,Bafwaboli,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Wanierukula,COD,GRID3_ADDBABC5AF,2024,CIESIN,multiple data sources,Tshopo_001,1.014358575666006,0.025795656291392,25.918760356000064,0.404136740000069,26.101852431000054,0.727666680000027
COD_Tshopo_Kisangani_Wanierukula_Basukwambao,Tshopo,Kisangani,Wanierukula,Basukwambao,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Wanierukula,COD,GRID3_FE2D537AD0,2024,CIESIN,multiple data sources,Tshopo_001,0.640062555519303,0.022102089212777,25.413005628000064,0.263144289000024,25.613826296000070,0.448718860000042
COD_Tshopo_Kisangani_Wanierukula_Kipokoso,Tshopo,Kisangani,Wanierukula,Kipokoso,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Wanierukula,COD,GRID3_7D1377E98D,2024,CIESIN,multiple data sources,Tshopo_001,3.408540143175147,0.246111056783857,25.479049870000040,-0.136018599999943,26.495060883000065,0.434467200000029
COD_Tshopo_Kisangani_Wanierukula_Logale,Tshopo,Kisangani,Wanierukula,Logale,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Wanierukula,COD,GRID3_7143CBDF95,2024,CIESIN,multiple data sources,Tshopo_001,0.934493833249009,0.025848315974491,26.040376589000061,0.420156501000065,26.227809622000052,0.691221005000045
COD_Tshopo_Kisangani_Wanierukula_Madula,Tshopo,Kisangani,Wanierukula,Madula,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Wanierukula,COD,GRID3_44959C1293,2024,CIESIN,multiple data sources,Tshopo_001,0.569329075155287,0.011508892283267,25.322659114000032,0.385489435000068,25.463724477000028,0.555501362000030
COD_Tshopo_Kisangani_Wanierukula_Makana,Tshopo,Kisangani,Wanierukula,Makana,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Wanierukula,COD,GRID3_6B083C18A5,2024,CIESIN,multiple data sources,Tshopo_001,0.775206507234958,0.027575526803841,25.432494513000051,0.408051513000032,25.641767700000059,0.600336081000023
COD_Tshopo_Kisangani_Wanierukula_Mobi,Tshopo,Kisangani,Wanierukula,Mobi,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Wanierukula,COD,GRID3_A172403937,2024,CIESIN,multiple data sources,Tshopo_001,0.337929484060852,0.005332845138623,25.346496572000035,0.326918768000041,25.450141050000070,0.419215451000071
COD_Tshopo_Kisangani_Wanierukula_Parizi,Tshopo,Kisangani,Wanierukula,Parizi,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Wanierukula,COD,GRID3_D91978ECE6,2024,CIESIN,multiple data sources,Tshopo_001,1.269841373647942,0.069857045992348,25.718636945000071,-0.604665899999929,25.993686737000075,-0.167989675999934
COD_Tshopo_Kisangani_Wanierukula_Salambongo,Tshopo,Kisangani,Wanierukula,Salambongo,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Wanierukula,COD,GRID3_A2A76990AF,2024,CIESIN,multiple data sources,Tshopo_001,0.476994082443961,0.009598252392640,25.619650325000066,0.433610000000044,25.712742753000043,0.616221530000075
COD_Tshopo_Kisangani_Wanierukula_Uma,Tshopo,Kisangani,Wanierukula,Uma,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Wanierukula,COD,GRID3_F4BB1C7EBB,2024,CIESIN,multiple data sources,Tshopo_001,1.380101333799064,0.052376563034733,25.790208015000076,0.341976405000025,26.087687943000049,0.714812062000021
COD_Tshopo_Kisangani_Yahisuli_Bolongo-Bas,Tshopo,Kisangani,Yahisuli,Bolongo Bas,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Yahisuli,COD,GRID3_8EC1BB79B4,2024,CIESIN,multiple data sources,Tshopo_001,0.493408057989247,0.008504748230881,24.024883047000060,0.127350820000061,24.184857539000063,0.243779330000052
COD_Tshopo_Kisangani_Yahisuli_Ekondi,Tshopo,Kisangani,Yahisuli,Ekondi,COD_Tshopo,COD_Tshopo_Kisangani,COD_Tshopo_Kisangani_Yahisuli,COD,GRID3_6A09869640,2024,CIESIN,multiple data sources,Tshopo_001,0.383430536864744,0.006677995569547,23.799803311000062,-0.142521290999980,23.909537838000062,-0.035932070999934
