pagename_airesante,province,antenne,zonesante,airesante,pagename_province,pagename_antenne,pagename_zonesante,iso3,grid3id,date,edit_par,source_acronym,sourceid,Shape_Length,Shape_Area,xmin,ymin,xmax,ymax
COD_Kasai-Central_Kananga_Mutoto_Dipumu,Kasaï-Central,Kananga,Mutoto,Dipumu,COD_Kasai-Central,COD_Kasai-Central_Kananga,COD_Kasai-Central_Kananga_Mutoto,COD,GRID3_2C738E3C21,2024,GRID3,multiple data sources,Kasaï-Central_001,0.708955754889005,0.022262754030820,22.456105274000038,-5.634926164999968,22.598239618000036,-5.389578473999961
COD_Kasai-Central_Kananga_Mutoto_Disaya,Kasaï-Central,Kananga,Mutoto,Disaya,COD_Kasai-Central,COD_Kasai-Central_Kananga,COD_Kasai-Central_Kananga_Mutoto,COD,GRID3_35B10479AF,2024,GRID3,multiple data sources,Kasaï-Central_001,0.607342832502747,0.009716627964728,22.667969524000057,-5.709625859999960,22.801941596000063,-5.554565737999951
COD_Kasai-Central_Kananga_Mutoto_Lubuyi,Kasaï-Central,Kananga,Mutoto,Lubuyi,COD_Kasai-Central,COD_Kasai-Central_Kananga,COD_Kasai-Central_Kananga_Mutoto,COD,GRID3_0E1E684AD2,2024,GRID3,multiple data sources,Kasaï-Central_001,0.492274869581115,0.006769744311622,22.403773598000043,-5.606354504999956,22.482040536000056,-5.417401658999950
COD_Kasai-Central_Kananga_Mutoto_Luyamba,Kasaï-Central,Kananga,Mutoto,Luyamba,COD_Kasai-Central,COD_Kasai-Central_Kananga,COD_Kasai-Central_Kananga_Mutoto,COD,GRID3_5336C17BA4,2024,GRID3,multiple data sources,Kasaï-Central_001,0.348878699333726,0.004135755538988,22.365221451000025,-5.761014865999925,22.424479001000066,-5.638539647999949
COD_Kasai-Central_Kananga_Mutoto_Mbala,Kasaï-Central,Kananga,Mutoto,Mbala,COD_Kasai-Central,COD_Kasai-Central_Kananga,COD_Kasai-Central_Kananga_Mutoto,COD,GRID3_87E659C312,2024,GRID3,multiple data sources,Kasaï-Central_001,0.231277127409774,0.002144709239708,22.417811074000042,-5.716775341999949,22.469167828000025,-5.642551537999964
COD_Kasai-Central_Kananga_Mutoto_Mbondo,Kasaï-Central,Kananga,Mutoto,Mbondo,COD_Kasai-Central,COD_Kasai-Central_Kananga,COD_Kasai-Central_Kananga_Mutoto,COD,GRID3_713B5F5E1B,2024,GRID3,multiple data sources,Kasaï-Central_001,0.155995714215877,0.001546131888715,22.695226359000060,-5.735702801999935,22.740861701000028,-5.690627904999928
COD_Kasai-Central_Kananga_Mutoto_Ndumbi,Kasaï-Central,Kananga,Mutoto,Ndumbi,COD_Kasai-Central,COD_Kasai-Central_Kananga,COD_Kasai-Central_Kananga_Mutoto,COD,GRID3_F618189A5E,2024,GRID3,multiple data sources,Kasaï-Central_001,0.292125451810303,0.002833810414958,22.445851327000071,-5.744517992999931,22.507508007000069,-5.664609307999967
COD_Kasai-Central_Kananga_Mutoto_Nkoto,Kasaï-Central,Kananga,Mutoto,Nkoto,COD_Kasai-Central,COD_Kasai-Central_Kananga,COD_Kasai-Central_Kananga_Mutoto,COD,GRID3_7F7001926B,2024,GRID3,multiple data sources,Kasaï-Central_001,0.670833105490558,0.010993633903694,22.701987914000028,-5.664297385999930,22.851114866000046,-5.488803716999939
COD_Kasai-Central_Kananga_Mutoto_Ntambue-Kayembe,Kasaï-Central,Kananga,Mutoto,Ntambue Kayembe,COD_Kasai-Central,COD_Kasai-Central_Kananga,COD_Kasai-Central_Kananga_Mutoto,COD,GRID3_3A4D3FA404,2024,GRID3,multiple data sources,Kasaï-Central_001,0.439501595979217,0.009453309152581,22.731406760000027,-5.754591696999967,22.879797980000035,-5.639755541999932
COD_Kasai-Central_Kananga_Mutoto_Tshibata,Kasaï-Central,Kananga,Mutoto,Tshibata,COD_Kasai-Central,COD_Kasai-Central_Kananga,COD_Kasai-Central_Kananga_Mutoto,COD,GRID3_49B20DE334,2024,GRID3,multiple data sources,Kasaï-Central_001,0.362705883986115,0.005787347026101,22.638514040000075,-5.807521290999944,22.738728977000051,-5.716955456999926
COD_Kasai-Central_Kananga_Mutoto_Tshinanga,Kasaï-Central,Kananga,Mutoto,Tshinanga,COD_Kasai-Central,COD_Kasai-Central_Kananga,COD_Kasai-Central_Kananga_Mutoto,COD,GRID3_8D522DF34A,2024,GRID3,multiple data sources,Kasaï-Central_001,1.169738812286200,0.039872811635144,22.490848830000061,-5.673850730999959,22.737730871000053,-5.275490211999966
COD_Kasai-Central_Kananga_Mutoto_Tshinyama,Kasaï-Central,Kananga,Mutoto,Tshinyama,COD_Kasai-Central,COD_Kasai-Central_Kananga,COD_Kasai-Central_Kananga_Mutoto,COD,GRID3_D705B49B7C,2024,GRID3,multiple data sources,Kasaï-Central_001,0.907218408646521,0.015381912005702,22.568863000000079,-5.753679443999943,22.733545147000029,-5.518361333999962
COD_Kasai-Central_Kananga_Ndekesha_Bonkala,Kasaï-Central,Kananga,Ndekesha,Bonkala,COD_Kasai-Central,COD_Kasai-Central_Kananga,COD_Kasai-Central_Kananga_Ndekesha,COD,GRID3_79E47CD03E,2024,GRID3,multiple data sources,Kasaï-Central_001,0.923572609588271,0.020758057881106,21.591030554000042,-6.373164585999973,21.779023234000078,-6.168092387999934
COD_Kasai-Central_Kananga_Ndekesha_Kafuba,Kasaï-Central,Kananga,Ndekesha,Kafuba,COD_Kasai-Central,COD_Kasai-Central_Kananga,COD_Kasai-Central_Kananga_Ndekesha,COD,GRID3_F4EC444CAD,2024,GRID3,multiple data sources,Kasaï-Central_001,0.589516585572994,0.012451150136119,21.829260081000029,-6.519407612999942,21.958771148000039,-6.324964332999969
COD_Kasai-Central_Kananga_Ndekesha_Kaka,Kasaï-Central,Kananga,Ndekesha,Kaka,COD_Kasai-Central,COD_Kasai-Central_Kananga,COD_Kasai-Central_Kananga_Ndekesha,COD,GRID3_62A37AC37C,2024,GRID3,multiple data sources,Kasaï-Central_001,0.443653048844133,0.007268810971580,22.006881710000073,-6.382556151999950,22.119045296000024,-6.239119362999929
